pathway_id,pathway_name,pathway_size,overlap,common_genes_in_pathway,p_value
R-HSA-114508,pathway_1807,27,2,"TRPC7,DGKK",0.3707969858933016
R-HSA-9013694,pathway_2424,27,2,"AKT1,PSEN1",0.3707969858933016
R-HSA-5654716,pathway_3267,27,2,"PIK3CA,SOS1",0.3707969858933016
R-HSA-1483255,pathway_4037,84,5,"PTEN,PIK3CD,PIK3CG,PIK3CB,PIK3CA",0.37141715013528565
WP2884,pathway_1215,143,8,"NFE2L2,G6PD,TGFA,TGFB1,ME1,HGF,PGD,TGFB2",0.3724778592649398
path:hsa05014,pathway_132,364,19,"CAT,TBK1,NDUFV2,NDUFS8,TP53,APAF1,NDUFS7,BCL2,NDUFS3,UQCRQ,CASP9,MTOR,NDUFS2,ACTG1,CASP3,NDUFV1,BAX,ACTB,TNF",0.374112272443726
path:hsa04927,pathway_24,65,4,"LDLR,SP1,NR4A1,GNAS",0.3748721839557016
WP4718,pathway_1498,46,3,"MYLIP,FADS2,FASN",0.3762240101943452
ps1pathway,pathway_3544,46,3,"CCND1,PSEN1,TAB1",0.3762240101943452
R-HSA-8953897,pathway_4107,568,29,"NCF2,CDKN1A,EPAS1,NLRP3,MAPKAPK3,CAT,AR,SP1,NCF4,MAPKAPK2,TP53,STAT3,MAPKAPK5,HIRA,SIRT1,TLR4,CDC26,ATF3,NCF1,MLST8,RPL28,IL6,SNCB,PGR,MTOR,NFE2L2,RPTOR,FZR1,ASF1A",0.3767500772520705
R-HSA-9013404,pathway_4197,85,5,"ESYT1,NCF1,NCF2,PIK3CA,NCF4",0.38097288692819636
R-HSA-6796648,pathway_3744,66,4,"SUPT16H,TP53,FANCD2,CDK9",0.38579991373213857
R-HSA-1250342,pathway_1908,10,1,PIK3CA,0.38627366315437756
R-HSA-75072,pathway_1816,10,1,ADAR,0.38627366315437756
R-HSA-190377,pathway_3115,10,1,FGF3,0.38627366315437756
R-HSA-428643,pathway_2878,10,1,SLC17A6,0.38627366315437756
R-HSA-2160916,pathway_1745,10,1,HMMR,0.38627366315437756
R-HSA-2485179,pathway_4453,10,1,PDE6B,0.38627366315437756
R-HSA-69541,pathway_2375,10,1,TP53,0.38627366315437756
R-HSA-264876,pathway_2487,10,1,INS,0.38627366315437756
WP2874,pathway_1205,10,1,FASN,0.38627366315437756
SMP00333,pathway_857,10,1,GNAS,0.38627366315437756
R-HSA-174113,pathway_1027,10,1,FZR1,0.38627366315437756
R-HSA-9634285,pathway_3543,10,1,SOS1,0.38627366315437756
R-HSA-2151209,pathway_2006,10,1,PPARGC1A,0.38627366315437756
SMP00338,pathway_854,10,1,GNAS,0.38627366315437756
R-HSA-8941858,pathway_2008,10,1,CBFB,0.38627366315437756
R-HSA-2465910,pathway_2653,10,1,ENSA,0.38627366315437756
R-HSA-2161522,pathway_2669,10,1,NT5C2,0.38627366315437756
R-HSA-844456,pathway_2234,10,1,NLRP3,0.38627366315437756
SMP00516,pathway_968,10,1,CRAT,0.38627366315437756
SMP00517,pathway_969,10,1,CRAT,0.38627366315437756
SMP00052,pathway_647,10,1,CRAT,0.38627366315437756
R-HSA-72172,pathway_2519,185,10,"ELAVL2,CSTF2T,PRPF19,PPIE,PDCD7,PLRG1,PPIH,GPKOW,HNRNPA0,PRPF6",0.3871853333349361
R-HSA-983712,pathway_2430,165,9,"TRPM7,TRPC7,TRPV6,ATP2B4,TRPV4,ATP2B1,ATP2B3,TRPV5,ATP2B2",0.38732851221680087
il8cxcr1_pathway,pathway_3425,28,2,"PIK3CG,AKT1",0.388033729006733
R-HSA-452723,pathway_2563,28,2,"FOXD3,STAT3",0.388033729006733
path:hsa04744,pathway_335,28,2,"PDE6B,GUCA1A",0.388033729006733
Omega-6 fatty acid metabolism,pathway_2323,28,2,"FADS2,DBI",0.388033729006733
R-HSA-75067,pathway_1778,28,2,"SLBP,CSTF2T",0.388033729006733
R-HSA-389957,pathway_4488,28,2,"ACTB,TCP1",0.388033729006733
agrpathway,pathway_4078,47,3,"RAPSN,MUSK,SP1",0.38930413098774785
R-HSA-9024446,pathway_4474,47,3,"MYLIP,ANGPTL3,FASN",0.38930413098774785
R-HSA-69052,pathway_2800,47,3,"CDC26,FZR1,CDC6",0.38930413098774785
R-HSA-74160,pathway_1989,1438,71,"NR4A1,STAT1,CDKN1A,TP73,SAP130,G6PD,CAT,FANCD2,CDK9,CASP2,PML,AR,TOP3A,SOCS4,SLBP,NFE2,AKT3,TP53,RMI1,RNMT,BTG1,MAPKAPK5,TGFA,MAPKAP1,CSTF2T,AKT2,SIRT1,BCL6,APAF1,CASP6,CDC73,ZNF804B,FOXO1,BDNF,BTG2,MLST8,TDG,RICTOR,ACTL6A,DICER1,IL6,HSPD1,BCL2L11,FASLG,PGR,PPARGC1A,CASP10,NR1I3,PF4,TP63,MET,MTOR,PTEN,NFATC2,CDC7,RPTOR,TAL1,CCND1,PPARG,SUPT16H,BAX,GPI,SIRT3,ACTB,CSF2,PPARGC1B,CBFB,PARP1,AKT1,SOX9,SP1",0.39285119314342387
R-HSA-2262752,pathway_2461,553,28,"NCF2,CDKN1A,EPAS1,NLRP3,MAPKAPK3,CAT,AR,SP1,NCF4,MAPKAPK2,TP53,STAT3,MAPKAPK5,HIRA,SIRT1,TLR4,CDC26,ATF3,NCF1,MLST8,RPL28,IL6,PGR,MTOR,NFE2L2,RPTOR,FZR1,ASF1A",0.3969477923175802
WP411,pathway_1362,127,7,"RNMT,SRP54,DICER1,CSTF2T,METTL3,SMC1A,PRPF6",0.4018912811851738
path:hsa00280,pathway_293,48,3,"IL4I1,MCCC1,DLD",0.40231529887501777
R-HSA-445095,pathway_2992,29,2,"SPTBN4,SPTBN5",0.4050579219290501
pcafpathway,pathway_4153,29,2,"ACTB,IRF3",0.4050579219290501
R-HSA-5688426,pathway_2472,290,15,"PTEN,TP53,USP21,POLB,STAM,ACTL6A,STAMBP,CYLD,IDE,AR,ACTB,TGFBR1,TGFB1,TAB1,NLRP3",0.4092660799284695
path:hsa04540,pathway_136,88,5,"EGF,GNAS,ADRB1,GUCY1A2,SOS1",0.40958622749536866
path:hsa05030,pathway_53,49,3,"BDNF,DLG4,GNAS",0.41524587301105015
"Valine, leucine and isoleucine degradation",pathway_2289,49,3,"DLD,MCCC1,DBI",0.41524587301105015
WP4788,pathway_1526,11,1,TNFSF11,0.41552436283444666
SMP00478,pathway_751,11,1,LIG1,0.41552436283444666
R-HSA-196780,pathway_2543,11,1,MCCC1,0.41552436283444666
SMP00369,pathway_957,11,1,IL4I1,0.41552436283444666
R-HSA-77588,pathway_1752,11,1,SLBP,0.41552436283444666
R-HSA-200425,pathway_2565,11,1,THRSP,0.41552436283444666
,pathway_1012,11,1,PSEN1,0.41552436283444666
WP3297,pathway_1234,11,1,TNF,0.41552436283444666
DETOX1-PWY-1,pathway_2045,11,1,CAT,0.41552436283444666
path:hsa00430,pathway_252,11,1,BAAT,0.41552436283444666
cxcr4pathway,pathway_4028,11,1,PIK3CA,0.41552436283444666
setpathway,pathway_3610,11,1,CASP3,0.41552436283444666
ccr5pathway,pathway_3920,11,1,CCL2,0.41552436283444666
SMP00008,pathway_528,11,1,IL4I1,0.41552436283444666
R-HSA-77286,pathway_2690,11,1,ACADVL,0.41552436283444666
R-HSA-193692,pathway_4594,11,1,PSEN1,0.41552436283444666
R-HSA-9706369,pathway_3822,11,1,ABL2,0.41552436283444666
R-HSA-422085,pathway_2829,11,1,PLA2G7,0.41552436283444666
SMP00206,pathway_889,11,1,IL4I1,0.41552436283444666
R-HSA-3322077,pathway_2490,11,1,UGP2,0.41552436283444666
SMP00370,pathway_929,11,1,IL4I1,0.41552436283444666
path:hsa04924,pathway_233,69,4,"ADRB1,ACE,GUCY1A2,GNAS",0.4184055331592427
R-HSA-5693571,pathway_2548,69,4,"LIG4,RNF168,POLM,POLL",0.4184055331592427
,pathway_4260,69,4,"TOLLIP,TAB2,TAB1,TLR4",0.4184055331592427
R-HSA-6802957,pathway_2355,69,4,"BCL2L11,BRAF,MRAS,LSR",0.4184055331592427
R-HSA-174178,pathway_3772,30,2,"CDC26,FZR1",0.4218506979564198
SMP00522,pathway_805,30,2,"DLD,MCCC1",0.4218506979564198
R-HSA-5654732,pathway_3190,30,2,"BRAF,MKNK1",0.4218506979564198
SMP00199,pathway_731,30,2,"DLD,MCCC1",0.4218506979564198
barrestinpathway,pathway_3858,30,2,"F2,GNAS",0.4218506979564198
R-HSA-1169408,pathway_3065,30,2,"IRF3,STAT1",0.4218506979564198
SMP00238,pathway_712,30,2,"DLD,MCCC1",0.4218506979564198
SMP00138,pathway_773,30,2,"DLD,MCCC1",0.4218506979564198
SMP00237,pathway_717,30,2,"DLD,MCCC1",0.4218506979564198
SMP00236,pathway_718,30,2,"DLD,MCCC1",0.4218506979564198
SMP00523,pathway_804,30,2,"DLD,MCCC1",0.4218506979564198
SMP00140,pathway_912,30,2,"DLD,MCCC1",0.4218506979564198
fmlppathway,pathway_3845,30,2,"NFATC1,NCF2",0.4218506979564198
SMP00524,pathway_811,30,2,"DLD,MCCC1",0.4218506979564198
SMP00384,pathway_847,30,2,"DLD,MCCC1",0.4218506979564198
SMP00521,pathway_806,30,2,"DLD,MCCC1",0.4218506979564198
SMP00032,pathway_424,30,2,"DLD,MCCC1",0.4218506979564198
SMP00137,pathway_428,30,2,"DLD,MCCC1",0.4218506979564198
SMP00200,pathway_894,30,2,"DLD,MCCC1",0.4218506979564198
SMP00139,pathway_422,30,2,"DLD,MCCC1",0.4218506979564198
SMP00141,pathway_911,30,2,"DLD,MCCC1",0.4218506979564198
SMP00173,pathway_1004,30,2,"DLD,MCCC1",0.4218506979564198
SMP00086,pathway_362,50,3,"PPIB,ERP29,SDF2L1",0.42808492900770867
R-HSA-9662361,pathway_2895,50,3,"USH1C,USH1G,ATP2B2",0.42808492900770867
path:hsa05110,pathway_323,50,3,"ACTB,GNAS,ACTG1",0.42808492900770867
R-HSA-422475,pathway_3359,356,18,"IRS2,VLDLR,SPTBN5,RRAS,SPTBN4,DLG4,SLIT3,RELN,ACTB,ENAH,TREM2,SOS1,MET,SLIT1,ACTG1,SLIT2,ABL2,VASP",0.4318323935257935
WP3925,pathway_1330,91,5,"DLD,PDK4,FH,MCCC1,MDH2",0.4380080223466135
R-HSA-1474290,pathway_3800,91,5,"MMP20,MMP1,COL7A1,PPIB,MMP3",0.4380080223466135
R-HSA-8941326,pathway_1964,31,2,"AR,CBFB",0.4383954662907357
R-HSA-1655829,pathway_3685,31,2,"FASN,SP1",0.4383954662907357
nectin_pathway,pathway_3880,31,2,"CDH1,PIK3CA",0.4383954662907357
WP430,pathway_1382,31,2,"LDLR,LPL",0.4383954662907357
WP34,pathway_1242,31,2,"PGR,SMPD1",0.4383954662907357
SMP00009,pathway_529,12,1,DLD,0.44338230781948096
R-HSA-71064,pathway_2401,12,1,DLD,0.44338230781948096
R-HSA-9604323,pathway_2423,12,1,AKT1,0.44338230781948096
R-HSA-8851680,pathway_4660,12,1,XDH,0.44338230781948096
R-HSA-196108,pathway_3624,12,1,TSPO,0.44338230781948096
R-HSA-203927,pathway_4636,12,1,DICER1,0.44338230781948096
R-HSA-937039,pathway_2990,12,1,PELI1,0.44338230781948096
R-HSA-197264,pathway_3868,12,1,RNLS,0.44338230781948096
R-HSA-73621,pathway_2484,12,1,DPYD,0.44338230781948096
tubbypathway,pathway_3293,12,1,F2,0.44338230781948096
R-HSA-1475029,pathway_4431,12,1,CA9,0.44338230781948096
R-HSA-9619483,pathway_4333,12,1,MAPT,0.44338230781948096
R-HSA-1474151,pathway_4091,12,1,AKT1,0.44338230781948096
R-HSA-9020558,pathway_2147,12,1,STAT5A,0.44338230781948096
SMP00565,pathway_876,12,1,STS,0.44338230781948096
R-HSA-176974,pathway_2812,12,1,CDC45,0.44338230781948096
R-HSA-975144,pathway_4180,12,1,PELI1,0.44338230781948096
R-HSA-2142845,pathway_1746,12,1,HMMR,0.44338230781948096
SMP00356,pathway_405,12,1,STS,0.44338230781948096
SMP00030,pathway_777,12,1,CRAT,0.44338230781948096
R-HSA-451308,pathway_2557,12,1,DLG4,0.44338230781948096
R-HSA-451306,pathway_2558,12,1,DLG4,0.44338230781948096
SMP00068,pathway_839,12,1,STS,0.44338230781948096
ILEUDEG-PWY,pathway_3232,12,1,DLD,0.44338230781948096
R-HSA-397014,pathway_3821,174,9,"TRIM72,ACTA2,GUCY1A2,STIM1,ATP2B4,ATP2B1,ATP2B3,ATP2B2,ACTG2",0.44882668834302786
R-HSA-5693567,pathway_2123,133,7,"SIRT6,RMI1,RNF168,POLH,BRCA2,TOP3A,POLK",0.44891340960099924
path:hsa00190,pathway_223,133,7,"NDUFS8,NDUFV1,NDUFS3,UQCRQ,NDUFS2,NDUFV2,NDUFS7",0.44891340960099924
WP4656,pathway_1485,72,4,"PARP1,MTOR,PDE6B,AHI1",0.45059262591160854
R-HSA-2173789,pathway_3159,32,2,"TGFBR1,TGFB1",0.45467773839818215
R-HSA-456926,pathway_1705,32,2,"F2R,F2",0.45467773839818215
syndecan_4_pathway,pathway_4272,32,2,"TFPI,F2",0.45467773839818215
R-HSA-69190,pathway_2863,32,2,"LIG1,CDC45",0.45467773839818215
barrmapkpathway,pathway_4128,32,2,"F2,GNAS",0.45467773839818215
,pathway_1015,32,2,"CDC73,BCL9",0.45467773839818215
R-HSA-2559585,pathway_1820,32,2,"TP53,SP1",0.45467773839818215
R-HSA-5654733,pathway_3278,32,2,"BRAF,MKNK1",0.45467773839818215
R-HSA-6804756,pathway_3973,93,5,"TP53,RMI1,SUPT16H,MAPKAPK5,TOP3A",0.4567837999427179
WP428,pathway_1403,114,6,"NFATC2,CCND1,NFATC1,NFATC4,PLAU,NFATC3",0.4611552552232537
Bile acid biosynthesis,pathway_2306,53,3,"BAAT,DBI,ACOT7",0.46595415176374344
R-HSA-163125,pathway_2149,94,5,"PSCA,MDGA1,PGAP1,BST1,RECK",0.4661063644626904
R-HSA-983695,pathway_2075,94,5,"PIK3CD,STIM1,SOS1,BTK,BLNK",0.4661063644626904
R-HSA-9013423,pathway_4218,94,5,"ESYT1,NCF1,NCF2,NCF4,ABL2",0.4661063644626904
R-HSA-2672351,pathway_4616,94,5,"TRPM7,TRPC7,TRPV6,TRPV4,TRPV5",0.4661063644626904
R-HSA-72163,pathway_4286,177,9,"ELAVL2,CSTF2T,PRPF19,PPIE,PLRG1,PPIH,GPKOW,HNRNPA0,PRPF6",0.4691876694317211
ahsppathway,pathway_3606,13,1,UROS,0.46991374864960794
SMP00528,pathway_942,13,1,DLD,0.46991374864960794
SMP00039,pathway_789,13,1,LPL,0.46991374864960794
SMP00529,pathway_939,13,1,LPL,0.46991374864960794
WP4211,pathway_1381,13,1,PPARG,0.46991374864960794
SMP00187,pathway_836,13,1,LPL,0.46991374864960794
VALDEG-PWY,pathway_2285,13,1,DLD,0.46991374864960794
R-HSA-140342,pathway_3496,13,1,CASP3,0.46991374864960794
WP186,pathway_1047,13,1,BRCA2,0.46991374864960794
WP1434,pathway_1068,13,1,PLAU,0.46991374864960794
SMP00571,pathway_700,13,1,DLD,0.46991374864960794
mhcpathway,pathway_4119,13,1,HLA-DRB1,0.46991374864960794
SMP00239,pathway_711,13,1,DLD,0.46991374864960794
SMP00186,pathway_837,13,1,DLD,0.46991374864960794
eponfkbpathway,pathway_3990,13,1,CDKN1A,0.46991374864960794
R-HSA-391160,pathway_2779,13,1,SIRPG,0.46991374864960794
R-HSA-2046106,pathway_2521,13,1,FADS2,0.46991374864960794
SMP00530,pathway_511,13,1,LPL,0.46991374864960794
SMP00527,pathway_449,13,1,DLD,0.46991374864960794
SMP00719,pathway_558,13,1,DLD,0.46991374864960794
PWY-5972,pathway_2720,13,1,ACOT7,0.46991374864960794
PWY-7049,pathway_2730,13,1,FADS2,0.46991374864960794
SMP00037,pathway_419,13,1,DLD,0.46991374864960794
R-HSA-8949664,pathway_3343,13,1,SPG7,0.46991374864960794
R-HSA-2046104,pathway_2547,13,1,FADS2,0.46991374864960794
R-HSA-1663150,pathway_3333,13,1,STS,0.46991374864960794
R-HSA-8963691,pathway_3313,13,1,IL4I1,0.46991374864960794
WP5064,pathway_1600,13,1,BAAT,0.46991374864960794
pkcpathway,pathway_3307,13,1,F2,0.46991374864960794
R-HSA-8847993,pathway_1700,13,1,EGF,0.46991374864960794
PWY-6342,pathway_4494,13,1,RNLS,0.46991374864960794
R-HSA-159234,pathway_2899,13,1,SLBP,0.46991374864960794
R-HSA-203615,pathway_3903,13,1,AKT1,0.46991374864960794
R-HSA-1368108,pathway_4512,13,1,F7,0.46991374864960794
R-HSA-209560,pathway_4545,13,1,NGF,0.46991374864960794
R-HSA-5658623,pathway_3006,13,1,FGF3,0.46991374864960794
R-HSA-74217,pathway_3464,13,1,APRT,0.46991374864960794
R-HSA-5626467,pathway_4571,13,1,CDH1,0.46991374864960794
WP4786,pathway_1524,33,2,"TNFSF11,PPIB",0.4706849657195113
cardiacegfpathway,pathway_3961,33,2,"SOS1,EGF",0.4706849657195113
ras_pathway,pathway_3384,33,2,"RRAS,SOS1",0.4706849657195113
R-HSA-400253,pathway_4634,33,2,"PPARGC1A,F7",0.4706849657195113
WP4900,pathway_1558,33,2,"P2RY12,GNAS",0.4706849657195113
R-HSA-389958,pathway_3346,33,2,"ACTB,TCP1",0.4706849657195113
R-HSA-163359,pathway_2166,33,2,"PRKAR1A,GNAS",0.4706849657195113
R-HSA-9668328,pathway_2691,33,2,"CHMP4C,CHMP6",0.4706849657195113
WP453,pathway_1453,33,2,"IL4,CD40LG",0.4706849657195113
WP2876,pathway_1207,33,2,"PPARGC1A,FOXO1",0.4706849657195113
R-HSA-420092,pathway_4314,33,2,"SCTR,GNAS",0.4706849657195113
mapktrkpathway,pathway_4245,33,2,"MAPKAPK2,BRAF",0.4706849657195113
R-HSA-72203,pathway_4408,241,12,"ELAVL2,CSTF2T,PRPF19,PPIE,SLBP,PLRG1,METTL3,PDCD7,PPIH,GPKOW,HNRNPA0,PRPF6",0.4796073556277922
R-HSA-5673000,pathway_2561,34,2,"BRAF,MRAS",0.48640638804626685
R-HSA-3371556,pathway_1785,97,5,"MAPKAPK2,RPTOR,MLST8,SIRT1,MTOR",0.493762373680847
path:hsa04070,pathway_255,97,5,"PTEN,PIK3CD,PIK3CB,PIK3CA,DGKK",0.493762373680847
WP322,pathway_1229,14,1,TNFSF11,0.49518178753544306
SMP00545,pathway_577,14,1,ACADVL,0.49518178753544306
SMP00541,pathway_581,14,1,ACADVL,0.49518178753544306
SMP00181,pathway_838,14,1,ACADVL,0.49518178753544306
R-HSA-9648895,pathway_2106,14,1,ATF3,0.49518178753544306
SMP00538,pathway_1011,14,1,ACADVL,0.49518178753544306
PWY-6000,pathway_3356,14,1,FADS2,0.49518178753544306
R-HSA-177504,pathway_1942,14,1,NGF,0.49518178753544306
R-HSA-442720,pathway_2246,14,1,PRKAR1A,0.49518178753544306
SMP00192,pathway_653,14,1,IL4I1,0.49518178753544306
SMP00540,pathway_582,14,1,ACADVL,0.49518178753544306
SMP00175,pathway_1006,14,1,IL4I1,0.49518178753544306
R-HSA-399955,pathway_2336,14,1,RRAS,0.49518178753544306
SMP00539,pathway_358,14,1,ACADVL,0.49518178753544306
SMP00542,pathway_584,14,1,ACADVL,0.49518178753544306
R-HSA-68827,pathway_1809,14,1,CDC6,0.49518178753544306
WP3933,pathway_1337,14,1,PCYT1B,0.49518178753544306
SMP00185,pathway_834,14,1,ACADVL,0.49518178753544306
R-HSA-5358606,pathway_2333,14,1,LIG1,0.49518178753544306
WP4723,pathway_1503,14,1,FADS2,0.49518178753544306
R-HSA-174490,pathway_3713,14,1,TSG101,0.49518178753544306
tidpathway,pathway_3965,14,1,TP53,0.49518178753544306
R-HSA-199220,pathway_3712,14,1,FASN,0.49518178753544306
R-HSA-5358565,pathway_2275,14,1,LIG1,0.49518178753544306
R-HSA-5682910,pathway_1796,14,1,DLG4,0.49518178753544306
R-HSA-189451,pathway_3443,14,1,UROS,0.49518178753544306
SMP00051,pathway_730,14,1,ACADVL,0.49518178753544306
R-HSA-174495,pathway_1959,14,1,TSG101,0.49518178753544306
SMP00235,pathway_719,14,1,ACADVL,0.49518178753544306
SMP00067,pathway_827,14,1,IL4I1,0.49518178753544306
R-HSA-1250347,pathway_1901,14,1,SOS1,0.49518178753544306
tcrraspathway,pathway_4289,14,1,BRAF,0.49518178753544306
R-HSA-877312,pathway_2607,14,1,STAT1,0.49518178753544306
R-HSA-381676,pathway_2945,35,2,"PRKAR1A,GNAS",0.5018328919166769
R-HSA-8853659,pathway_3250,35,2,"IRS2,SOS1",0.5018328919166769
R-HSA-8953750,pathway_2465,35,2,"APAF1,CDC7",0.5018328919166769
WP299,pathway_1222,35,2,"PPARG,NR1I3",0.5018328919166769
R-HSA-167243,pathway_3000,35,2,"SUPT16H,CDK9",0.5018328919166769
R-HSA-3928662,pathway_3196,35,2,"ACTB,ACTG1",0.5018328919166769
at1rpathway,pathway_3626,35,2,"MAP3K1,SOS1",0.5018328919166769
R-HSA-167238,pathway_3003,35,2,"SUPT16H,CDK9",0.5018328919166769
hdac_classi_pathway,pathway_4239,56,3,"TNF,PPARG,STAT3",0.5026716707811388
txa2pathway,pathway_3445,56,3,"PIK3CG,AKT1,EGF",0.5026716707811388
R-HSA-5663205,pathway_4497,750,36,"TLR2,STAM,CDK9,PML,TBK1,CDH1,BTK,RNMT,PARP14,PRKAR1A,CHMP4C,PARP4,CD4,ACE2,TLR7,SCTR,TLR9,STAT2,ADRB1,IAPP,IL6,MET,LIG4,ENTPD1,ACTG1,PPIA,INSL3,CHMP6,PPAN,SUPT16H,GNAS,TSG101,ACTB,CALCRL,TGFB1,NLRP3",0.5061298534039994
R-HSA-556833,pathway_2157,645,31,"TSPO,ESYT1,STS,GLA,BAAT,SPTLC1,MAPKAPK2,GM2A,SPTLC3,PIK3CD,ESYT2,PIK3CB,ACOT7,AGPS,FADS2,PCYT1B,NDUFS3,SMPD1,CRAT,THRSP,PIK3CG,PIK3CA,ESYT3,SPTLC2,PTEN,UGCG,DEGS1,ACADVL,DBI,FASN,SP1",0.5063249870424045
R-HSA-162599,pathway_3078,141,7,"RNMT,CHMP6,SUPT16H,CDK9,CHMP4C,TSG101,PPIA",0.5103825971605023
mapkpathway,pathway_4152,57,3,"STAT1,MAP3K1,SP1",0.5146207996056116
path:hsa00480,pathway_104,57,3,"ANPEP,G6PD,PGD",0.5146207996056116
,pathway_3588,57,3,"LAT,HLA-DRB1,CD4",0.5146207996056116
ncadherinpathway,pathway_3429,36,2,"PIK3CA,CDH2",0.5169568784221782
WP500,pathway_1587,36,2,"PYGM,UGP2",0.5169568784221782
path:hsa03030,pathway_230,36,2,"LIG1,SSBP1",0.5169568784221782
path:hsa00350,pathway_298,36,2,"IL4I1,MIF",0.5169568784221782
barrestinsrcpathway,pathway_3922,36,2,"F2,GNAS",0.5169568784221782
R-HSA-2514859,pathway_4515,36,2,"PDE6B,GUCA1A",0.5169568784221782
R-HSA-9706574,pathway_4364,36,2,"ACTB,ACTG1",0.5169568784221782
path:hsa00603,pathway_281,15,1,GLA,0.519246527825477
R-HSA-69183,pathway_2861,15,1,LIG1,0.519246527825477
,pathway_2039,15,1,TAB1,0.519246527825477
PWY-6061,pathway_1895,15,1,BAAT,0.519246527825477
R-HSA-5660526,pathway_4106,15,1,SNCB,0.519246527825477
R-HSA-6785631,pathway_1754,15,1,EGF,0.519246527825477
SMP00345,pathway_608,15,1,UROS,0.519246527825477
SMP00344,pathway_609,15,1,UROS,0.519246527825477
efppathway,pathway_3991,15,1,TP53,0.519246527825477
WP3958,pathway_1314,15,1,PKD1,0.519246527825477
R-HSA-354194,pathway_4295,15,1,SOS1,0.519246527825477
SMP00346,pathway_607,15,1,UROS,0.519246527825477
LIPAS-PWY,pathway_2732,15,1,LIPG,0.519246527825477
SMP00609,pathway_933,15,1,XDH,0.519246527825477
SMP00342,pathway_603,15,1,UROS,0.519246527825477
WP501,pathway_1588,15,1,CASR,0.519246527825477
WP4545,pathway_1465,15,1,BAAT,0.519246527825477
PWY-6364,pathway_3509,15,1,PTEN,0.519246527825477
gabapathway,pathway_3793,15,1,UBA1,0.519246527825477
thrombin_par4_pathway,pathway_3395,15,1,F2,0.519246527825477
SMP00024,pathway_909,15,1,UROS,0.519246527825477
il12pathway,pathway_3331,15,1,STAT4,0.519246527825477
R-HSA-5358508,pathway_2334,15,1,LIG1,0.519246527825477
R-HSA-1500620,pathway_2554,79,4,"SMC3,SYCP2,SMC1A,SMC1B",0.5231289928893351
R-HSA-5358351,pathway_3164,79,4,"PRKAR1A,CDC73,ERLEC1,OS9",0.5231289928893351
WP399,pathway_1348,101,5,"TP53,LDLR,CCND1,FOXD3,PLAU",0.529768370734086
R-HSA-167287,pathway_3930,37,2,"SUPT16H,CDK9",0.5317721398507739
R-HSA-1169410,pathway_1930,37,2,"IRF3,STAT1",0.5317721398507739
R-HSA-176408,pathway_1885,37,2,"CDC26,FZR1",0.5317721398507739
R-HSA-5685938,pathway_2122,37,2,"TOP3A,RMI1",0.5317721398507739
R-HSA-167290,pathway_2981,37,2,"SUPT16H,CDK9",0.5317721398507739
R-HSA-2514856,pathway_4516,37,2,"PDE6B,GUCA1A",0.5317721398507739
R-HSA-9679191,pathway_3227,80,4,"TLR7,TBK1,STAT2,TLR9",0.5331223244837117
R-HSA-416482,pathway_2013,80,4,"ECT2,BTK,SOS1,NET1",0.5331223244837117
R-HSA-375165,pathway_2550,59,3,"SPTBN4,SPTBN5,SOS1",0.5380480287609206
R-HSA-9675108,pathway_3532,379,18,"IRS2,VLDLR,SPTBN5,RRAS,SPTBN4,DLG4,SLIT3,RELN,ACTB,ENAH,TREM2,SOS1,MET,SLIT1,ACTG1,SLIT2,ABL2,VASP",0.5397693999654279
lpa4_pathway,pathway_3367,16,1,GNAS,0.5421652163844188
R-HSA-159418,pathway_4505,16,1,BAAT,0.5421652163844188
cdmacpathway,pathway_3724,16,1,TNF,0.5421652163844188
hbxpathway,pathway_4140,16,1,SOS1,0.5421652163844188
R-HSA-8866910,pathway_4261,16,1,TGFA,0.5421652163844188
R-HSA-1362277,pathway_2522,16,1,CDC6,0.5421652163844188
WP1971,pathway_1095,16,1,CDKN1A,0.5421652163844188
WP53,pathway_1611,16,1,MYOD1,0.5421652163844188
ranklpathway,pathway_4532,16,1,TNFSF11,0.5421652163844188
R-HSA-933542,pathway_3094,16,1,MAP3K1,0.5421652163844188
R-HSA-5625900,pathway_4537,16,1,DLG4,0.5421652163844188
WP4921,pathway_1567,16,1,UQCRQ,0.5421652163844188
R-HSA-429958,pathway_2247,16,1,DCPS,0.5421652163844188
Omega-3 fatty acid metabolism,pathway_2322,16,1,FADS2,0.5421652163844188
hswisnfpathway,pathway_2727,16,1,ACTB,0.5421652163844188
R-HSA-193639,pathway_4546,16,1,NGF,0.5421652163844188
R-HSA-190242,pathway_2994,16,1,FGF3,0.5421652163844188
R-HSA-9615710,pathway_3661,16,1,RNASE1,0.5421652163844188
R-HSA-5654219,pathway_4498,16,1,FGF3,0.5421652163844188
R-HSA-1852241,pathway_2612,231,11,"PKD1,SIRT4,PPRC1,PKD2,SIRT3,GABPA,SIRT5,PPARGC1B,AHI1,TTBK2,PPARGC1A",0.544220084369482
R-HSA-948021,pathway_2950,167,8,"F5,PREB,SPTBN5,TGFA,COL7A1,INS,SPTBN4,F8",0.5446234386631635
WP4905,pathway_1560,38,2,"FMO5,BCL9",0.5462737446266196
R-HSA-5689896,pathway_2426,38,2,"PTEN,TP53",0.5462737446266196
R-HSA-8939243,pathway_1715,39,2,"ACTL6A,CBFB",0.5604579300366225
ephbfwdpathway,pathway_3471,39,2,"RRAS,PIK3CA",0.5604579300366225
